timestamp,country,price,load_actual,load_forecast,solar_forecast,solar_actual,wind_forecast,wind_actual,re_penetration
2025-01-01 11:00:00,GR,32.8,5815.0,5919.0,5406.0,5542.0,211.0,202.0,0.987790198
2025-01-01 11:00:00,BE,20.59,8601.9225,8191.03,330.63,247.39,2294.73,2145.92,0.278229663
2025-01-01 12:00:00,GR,36.56,5523.0,5651.0,5152.0,5316.0,196.0,174.0,0.994024986
2025-01-01 12:00:00,BE,29.94,8823.9925,8309.0875,359.21,261.53,2307.85,2213.94,0.280538543
2025-01-01 13:00:00,BE,37.14,8785.865,8332.785,314.44,218.27,2321.95,2212.25,0.276639807
2025-01-01 13:00:00,GR,53.17,5036.0,5185.0,4332.0,4576.0,183.0,163.0,0.941024623
2025-01-01 14:00:00,BE,26.32,8706.4,8313.3,215.19,145.37,2324.78,2201.2,0.26952242
2025-01-01 14:00:00,GR,66.8,4849.0,5093.0,2863.0,3020.0,168.0,114.0,0.646318829
2025-01-01 15:00:00,BE,22.1,8697.65,8338.3175,102.59,47.44,2326.23,2076.14,0.244155605
2025-01-01 15:00:00,GR,90.51,4876.0,5059.0,887.0,903.0,151.0,137.0,0.213289582
2025-01-01 16:00:00,GR,120.79,5210.0,5369.0,7.0,14.0,135.0,130.0,0.027639155
2025-01-01 16:00:00,BE,19.28,8839.875,8407.2825,17.06,2.11,2327.08,2069.63,0.234363042
2025-01-01 17:00:00,BE,41.92,9187.1075,8601.87,11.37333333,1.406666667,2319.58,2043.53,0.22258765
2025-01-01 17:00:00,GR,145.37,5664.0,5777.0,4.666666667,9.333333333,124.0,72.0,0.014359699
2025-01-01 18:00:00,BE,57.95,9252.7275,8649.2,5.686666667,0.703333333,2248.93,1968.46,0.212819769
2025-01-01 18:00:00,GR,142.1,5738.0,5876.0,2.333333333,4.666666667,122.0,56.0,0.01057279
2025-01-01 19:00:00,BE,59.23,9006.27,8549.2075,0.0,0.0,2030.68,1815.69,0.201602883
2025-01-01 19:00:00,GR,149.55,5730.0,5867.0,0.0,0.0,127.0,61.0,0.010645724
2025-01-01 20:00:00,BE,45.86,9052.88,8342.0425,0.0,0.0,1837.35,1594.94,0.176180398
2025-01-01 20:00:00,GR,139.62,5605.0,5827.0,0.0,0.0,138.0,71.0,0.012667261
2025-01-01 21:00:00,BE,38.46,8857.29,8264.0975,0.0,0.0,1645.18,1308.21,0.147698675
2025-01-01 21:00:00,GR,131.4,5367.0,5524.0,0.0,0.0,153.0,106.0,0.019750326
2025-01-01 22:00:00,GR,118.02,5067.0,5157.0,0.0,0.0,171.0,126.0,0.024866785
2025-01-01 22:00:00,BE,32.07,8904.615,8343.425,0.0,0.0,1494.58,1090.26,0.122437635
2025-01-01 23:00:00,BE,25.49,8727.5175,8378.3725,0.0,0.0,1329.78,872.53,0.099974592
2025-01-01 23:00:00,GR,116.67,4710.0,4660.0,0.0,0.0,172.0,192.0,0.040764331
2025-01-02 00:00:00,GR,118.84,4330.0,4260.0,0.0,0.0,212.0,213.0,0.049191686
2025-01-02 00:00:00,BE,46.42,8196.6525,8225.745,0.0,0.0,1000.03,805.54,0.098276705
2025-01-02 01:00:00,BE,61.27,7636.12,8043.4825,0.0,0.0,806.7,816.94,0.106983651
2025-01-02 01:00:00,GR,126.09,4144.0,4152.0,0.0,0.0,239.0,178.0,0.042953668
2025-01-02 02:00:00,BE,62.37,7457.8475,7766.2825,0.0,0.0,612.28,598.49,0.080249697
2025-01-02 02:00:00,GR,117.47,3995.0,4021.0,0.0,0.0,272.0,195.0,0.048811014
2025-01-02 03:00:00,BE,59.83,7434.6225,7718.075,0.0,0.0,432.58,348.1,0.046821476
2025-01-02 03:00:00,GR,110.0,3966.0,3945.0,0.0,0.0,313.0,285.0,0.071860817
2025-01-02 04:00:00,GR,104.08,4079.0,4014.0,0.0,0.0,353.0,354.0,0.086785977
2025-01-02 04:00:00,BE,52.61,7562.285,7915.97,0.0,0.0,313.4,266.49,0.035239349
2025-01-02 05:00:00,GR,109.01,4362.0,4324.0,0.0,0.0,389.0,338.0,0.077487391
2025-01-02 05:00:00,BE,61.63,7945.38,8390.73,0.0,0.0,236.33,212.03,0.026685948
2025-01-02 06:00:00,BE,103.55,8678.12,9222.455,0.0,0.0,190.9,206.93,0.023845026
2025-01-02 06:00:00,GR,114.75,4816.0,4804.0,0.0,6.0,428.0,339.0,0.071636213
2025-01-02 07:00:00,GR,139.0,5288.0,5266.0,648.0,588.0,478.0,370.0,0.181164902
2025-01-02 07:00:00,BE,129.62,9298.1075,10039.605,1.455,83.41333333,168.88,200.41,0.03052485
2025-01-02 08:00:00,GR,129.07,5802.0,5756.0,2456.0,2368.0,528.0,417.0,0.480006894
2025-01-02 08:00:00,BE,142.71,10010.595,10813.1125,2.91,166.8266667,153.15,197.31,0.036375127
2025-01-02 09:00:00,BE,141.4,10563.9,11186.2925,256.71,250.24,135.55,180.3,0.040755781
2025-01-02 09:00:00,GR,122.69,6094.0,6060.0,3935.0,3975.0,573.0,474.0,0.730062356
2025-01-02 10:00:00,GR,113.0,6265.0,6210.0,4775.0,4767.0,623.0,546.0,0.848044693
2025-01-02 10:00:00,BE,130.25,10941.2475,11346.1,858.46,1121.37,116.75,109.24,0.112474377
2025-01-02 11:00:00,GR,102.32,6392.0,6220.0,5048.0,4971.0,690.0,582.0,0.868742178
2025-01-02 11:00:00,BE,130.6,11353.5625,11435.1225,1387.79,2014.46,111.35,84.81,0.184899674
2025-01-02 12:00:00,GR,102.96,6354.0,6210.0,4814.0,4857.0,772.0,639.0,0.86496695
2025-01-02 12:00:00,BE,133.89,11188.365,11363.1775,1566.56,2100.75,122.1,95.93,0.196336105
2025-01-02 13:00:00,GR,109.0,6136.0,6000.0,4056.0,4146.0,850.0,658.0,0.782920469
2025-01-02 13:00:00,BE,124.11,10942.2575,11268.905,1503.74,1747.62,157.48,154.29,0.17381331
2025-01-02 14:00:00,GR,124.51,5949.0,5980.0,2690.0,2860.0,927.0,744.0,0.605816104
2025-01-02 14:00:00,BE,126.45,10737.5025,11085.7925,1190.1,1400.14,207.3,211.1,0.150057241
2025-01-02 15:00:00,BE,130.11,10762.8025,11049.095,611.23,832.77,257.4,294.27,0.104716221
2025-01-02 15:00:00,GR,130.11,5814.0,5930.0,849.0,878.0,1008.0,848.0,0.296869625
2025-01-02 16:00:00,GR,159.64,6097.0,6250.0,7.0,17.0,1078.0,895.0,0.149581762
2025-01-02 16:00:00,BE,139.04,10614.295,11102.3725,88.54,90.89,300.55,326.83,0.039354474
2025-01-02 17:00:00,GR,170.0,6507.0,6680.0,4.666666667,11.33333333,1121.0,914.0,0.14220583
2025-01-02 17:00:00,BE,153.13,11135.0125,11582.71,59.02666667,60.59333333,340.23,398.59,0.041237792
2025-01-02 18:00:00,BE,153.04,11179.5,11587.885,29.51333333,30.29666667,368.73,412.86,0.039640115
2025-01-02 18:00:00,GR,159.64,6517.0,6700.0,2.333333333,5.666666667,1148.0,1007.0,0.155388471
2025-01-02 19:00:00,BE,153.06,10731.745,11174.7,0.0,0.0,397.15,435.13,0.040546062
2025-01-02 19:00:00,GR,159.64,6498.0,6630.0,0.0,0.0,1185.0,1149.0,0.176823638
2025-01-02 20:00:00,BE,131.07,10125.8775,10618.5775,0.0,0.0,439.05,443.22,0.043771021
2025-01-02 20:00:00,GR,131.19,6185.0,6300.0,0.0,0.0,1229.0,1206.0,0.194987874
2025-01-02 21:00:00,BE,120.23,9685.4175,10133.0075,0.0,0.0,478.45,537.33,0.055478249
2025-01-02 21:00:00,GR,123.8,5739.0,5770.0,0.0,0.0,1270.0,1298.0,0.226171807
2025-01-02 22:00:00,BE,117.97,9528.585,10037.7425,0.0,0.0,508.88,642.85,0.067465421
2025-01-02 22:00:00,GR,116.81,5284.0,5390.0,0.0,0.0,1305.0,1466.0,0.277441332
2025-01-02 23:00:00,BE,112.03,9462.3075,9802.0175,0.0,0.0,534.2,662.03,0.069964964
2025-01-02 23:00:00,GR,95.74,4829.0,4944.0,0.0,0.0,1340.0,1571.0,0.325326154
2025-01-03 00:00:00,GR,117.1,4486.0,4501.0,0.0,0.0,1412.0,1490.0,0.332144449
2025-01-03 00:00:00,BE,105.68,8988.8675,9215.055,0.0,0.0,589.85,673.45,0.07492045
2025-01-03 01:00:00,GR,105.0,4363.0,4380.0,0.0,0.0,1412.0,1354.0,0.310336924
2025-01-03 01:00:00,BE,98.54,8566.7425,8810.025,0.0,0.0,638.43,641.31,0.074860427
2025-01-03 02:00:00,BE,92.04,8323.365,8509.33,0.0,0.0,665.58,698.7,0.083944414
2025-01-03 02:00:00,GR,97.0,4198.0,4261.0,0.0,0.0,1400.0,1366.0,0.325393044
2025-01-03 03:00:00,BE,89.37,8249.425,8341.35,0.0,0.0,691.9,710.09,0.086077514
2025-01-03 03:00:00,GR,97.0,4136.0,4187.0,0.0,0.0,1402.0,1381.0,0.333897485
2025-01-03 04:00:00,GR,99.78,4248.0,4303.0,0.0,0.0,1408.0,1493.0,0.35145951
2025-01-03 04:00:00,BE,80.99,8282.785,8368.9525,0.0,0.0,723.03,648.49,0.078293714
2025-01-03 05:00:00,GR,105.0,4614.0,4752.0,0.0,0.0,1393.0,1432.0,0.310359775
2025-01-03 05:00:00,BE,99.97,8534.34,8649.1,0.0,0.0,749.85,639.1,0.074885697
2025-01-03 06:00:00,BE,108.81,9310.1325,9327.88,0.0,0.0,772.0,714.75,0.076771195
2025-01-03 06:00:00,GR,121.98,5175.0,5387.0,0.0,6.0,1358.0,1439.0,0.279227053
2025-01-03 07:00:00,BE,113.19,9906.0325,9958.365,3.185,0.035,789.68,815.27,0.082303889
2025-01-03 07:00:00,GR,141.01,5750.0,5908.0,649.0,630.0,1348.0,1495.0,0.369565217
2025-01-03 08:00:00,BE,117.0,10626.7575,10718.6325,6.37,0.07,807.98,870.46,0.081918685
2025-01-03 08:00:00,GR,141.68,6285.0,6328.0,2463.0,2503.0,1355.0,1506.0,0.63786794
2025-01-03 09:00:00,BE,147.51,11155.05,11199.3175,632.41,596.47,801.15,873.45,0.131771709
2025-01-03 09:00:00,GR,137.29,6509.0,6530.0,3929.0,4051.0,1362.0,1624.0,0.871869719
2025-01-03 10:00:00,GR,118.26,6495.0,6542.0,4745.0,4627.0,1414.0,1732.0,0.979060816
2025-01-03 10:00:00,BE,145.19,11665.71,11244.89,1895.7,2070.37,800.88,840.29,0.249505602
2025-01-03 11:00:00,BE,101.44,12092.46,11383.265,2997.71,3217.09,767.83,744.54,0.327611586
2025-01-03 11:00:00,GR,102.42,6438.0,6517.0,4961.0,4857.0,1502.0,1854.0,1.042404473
2025-01-03 12:00:00,BE,95.63,11838.88,11418.8825,3557.27,3290.61,749.65,754.05,0.341642115
2025-01-03 12:00:00,GR,101.82,6357.0,6360.0,4657.0,4541.0,1585.0,1948.0,1.020764512
2025-01-03 13:00:00,GR,109.12,6144.0,6137.0,3842.0,3587.0,1643.0,2087.0,0.923502604
2025-01-03 13:00:00,BE,97.72,11155.145,11271.5275,3296.22,1980.07,788.2,875.78,0.256011912
2025-01-03 14:00:00,GR,117.0,6089.0,6175.0,2512.0,2253.0,1663.0,2221.0,0.734767614
2025-01-03 14:00:00,BE,101.95,10780.7425,11069.235,2405.93,861.58,786.75,948.1,0.167862279
2025-01-03 15:00:00,GR,132.2,6102.0,6170.0,790.0,646.0,1667.0,2346.0,0.490331039
2025-01-03 15:00:00,BE,119.96,10817.37,10955.0875,1197.95,353.31,753.3,805.35,0.107111063
2025-01-03 16:00:00,GR,155.56,6410.0,6498.0,4.0,17.0,1677.0,2380.0,0.373946958
2025-01-03 16:00:00,BE,133.32,10829.885,11097.77,184.21,64.6,711.35,816.57,0.081364668
2025-01-03 17:00:00,GR,152.0,6809.0,6942.0,2.666666667,11.33333333,1699.0,2304.0,0.340040143
2025-01-03 17:00:00,BE,158.28,11269.6725,11554.3425,122.8066667,43.06666667,653.53,837.21,0.078110226
2025-01-03 18:00:00,BE,166.95,11234.4725,11567.165,61.40333333,21.53333333,595.85,847.83,0.077383547
2025-01-03 18:00:00,GR,150.0,6818.0,6932.0,1.333333333,5.666666667,1713.0,2185.0,0.321306346
2025-01-03 19:00:00,BE,161.94,10821.48,11182.615,0.0,0.0,546.28,782.28,0.072289557
2025-01-03 19:00:00,GR,149.66,6694.0,6726.0,0.0,0.0,1710.0,2181.0,0.325814162
2025-01-03 20:00:00,BE,147.31,10316.36,10576.0725,0.0,0.0,511.45,684.18,0.066319904
2025-01-03 20:00:00,GR,138.09,6324.0,6344.0,0.0,0.0,1685.0,2209.0,0.349304238
2025-01-03 21:00:00,BE,124.91,9875.2125,10108.65,0.0,0.0,479.2,599.98,0.060756161
2025-01-03 21:00:00,GR,122.13,5807.0,5817.0,0.0,0.0,1654.0,2308.0,0.397451352
2025-01-03 22:00:00,BE,138.25,9714.82,9950.1225,0.0,0.0,441.68,543.21,0.055915601
2025-01-03 22:00:00,GR,129.58,5400.0,5419.0,0.0,0.0,1628.0,2319.0,0.429444444
2025-01-03 23:00:00,BE,136.75,9586.2375,9836.5275,0.0,0.0,412.38,530.82,0.055373133
2025-01-03 23:00:00,GR,123.92,4947.0,4958.0,0.0,0.0,1612.0,2264.0,0.457651102
2025-01-04 00:00:00,BE,115.0,9344.1925,9183.3225,0.0,0.0,459.83,501.63,0.053683612
2025-01-04 00:00:00,GR,110.98,4554.0,4523.0,0.0,0.0,1756.0,2208.0,0.484848485
2025-01-04 01:00:00,BE,105.11,8955.0825,8386.5075,0.0,0.0,425.58,471.14,0.052611464
2025-01-04 01:00:00,GR,120.0,4400.0,4391.0,0.0,0.0,1707.0,2206.0,0.501363636
2025-01-04 02:00:00,GR,111.97,4212.0,4236.0,0.0,0.0,1658.0,2254.0,0.535137702
2025-01-04 02:00:00,BE,96.77,8544.065,8106.285,0.0,0.0,372.48,411.6,0.048173791
2025-01-04 03:00:00,BE,94.7,8371.98,7883.3425,0.0,0.0,322.95,340.94,0.040723939
2025-01-04 03:00:00,GR,105.4,4165.0,4160.0,0.0,0.0,1602.0,2129.0,0.511164466
2025-01-04 04:00:00,BE,96.32,8276.77,7867.67,0.0,0.0,288.6,302.58,0.036557739
2025-01-04 04:00:00,GR,111.65,4213.0,4201.0,0.0,0.0,1513.0,1874.0,0.444813672
2025-01-04 05:00:00,GR,104.52,4416.0,4407.0,0.0,0.0,1402.0,1613.0,0.365262681
2025-01-04 05:00:00,BE,102.4,8295.2925,7926.8625,0.0,0.0,280.75,283.64,0.034192887
2025-01-04 06:00:00,BE,110.78,8584.6175,8276.19,0.0,0.0,308.15,297.5,0.034655009
2025-01-04 06:00:00,GR,111.75,4730.0,4702.0,0.0,4.0,1261.0,1428.0,0.302748414
2025-01-04 07:00:00,BE,120.1,8949.4725,8489.165,1.335,0.085,331.85,303.32,0.033901998
2025-01-04 07:00:00,GR,128.99,5099.0,5156.0,433.0,237.0,1102.0,1199.0,0.281623848
2025-01-04 08:00:00,BE,128.39,9550.14,8965.0675,2.67,0.17,325.43,345.56,0.036201564
2025-01-04 08:00:00,GR,128.39,5639.0,5721.0,1575.0,1059.0,945.0,978.0,0.361234261
2025-01-04 09:00:00,BE,130.75,10012.64,9512.8975,161.61,185.42,308.48,383.94,0.056864124
2025-01-04 09:00:00,GR,130.75,5989.0,6018.0,2657.0,2499.0,807.0,798.0,0.550509267
2025-01-04 10:00:00,BE,130.34,10337.885,9818.41,561.54,644.83,277.93,314.67,0.092813956
2025-01-04 10:00:00,GR,130.34,6164.0,6184.0,3451.0,3549.0,695.0,754.0,0.698085659
2025-01-04 11:00:00,GR,128.29,6219.0,6256.0,3813.0,3598.0,614.0,726.0,0.695288632
2025-01-04 11:00:00,BE,128.29,10645.3975,10114.895,973.11,1314.03,213.2,228.86,0.144934935
2025-01-04 12:00:00,BE,130.03,10629.6725,10156.325,1295.66,1547.71,155.43,158.31,0.160496008
2025-01-04 12:00:00,GR,130.03,6207.0,6202.0,3688.0,3225.0,570.0,614.0,0.618495247
2025-01-04 13:00:00,BE,129.85,10386.31,10068.4775,1243.62,1351.97,119.05,105.69,0.140344357
2025-01-04 13:00:00,GR,129.85,6016.0,6001.0,3106.0,2365.0,553.0,594.0,0.491855053
2025-01-04 14:00:00,BE,136.4,10245.9075,9849.645,925.27,1030.33,87.9,73.09,0.10769373
2025-01-04 14:00:00,GR,136.4,6119.0,5930.0,2067.0,1381.0,570.0,532.0,0.312632783
2025-01-04 15:00:00,GR,143.93,6103.0,5912.0,682.0,394.0,624.0,609.0,0.164345404
2025-01-04 15:00:00,BE,138.81,10184.86,9795.7425,444.46,417.08,62.3,64.42,0.047276055
2025-01-04 16:00:00,BE,136.85,10365.01,10031.3125,61.05,57.77,74.08,86.47,0.01391605
2025-01-04 16:00:00,GR,191.68,6276.0,6170.0,4.0,9.0,698.0,636.0,0.102772467
2025-01-04 17:00:00,BE,142.53,10822.34,10460.5725,40.7,38.51333333,131.73,154.91,0.017872598
2025-01-04 17:00:00,GR,189.26,6536.0,6579.0,2.666666667,6.0,786.0,637.0,0.098378213
2025-01-04 18:00:00,BE,144.38,10919.2675,10593.1325,20.35,19.25666667,205.18,292.59,0.028559303
2025-01-04 18:00:00,GR,191.0,6507.0,6598.0,1.333333333,3.0,875.0,697.0,0.107576456
2025-01-04 19:00:00,BE,138.84,10557.805,10308.3675,0.0,0.0,302.68,412.81,0.039099983
2025-01-04 19:00:00,GR,192.33,6311.0,6435.0,0.0,0.0,946.0,706.0,0.111868167
2025-01-04 20:00:00,GR,160.19,5951.0,6067.0,0.0,0.0,983.0,774.0,0.130062174
2025-01-04 20:00:00,BE,129.99,9965.9225,9892.5625,0.0,0.0,419.73,506.78,0.050851288
2025-01-04 21:00:00,GR,153.29,5525.0,5604.0,0.0,0.0,993.0,953.0,0.172488688
2025-01-04 21:00:00,BE,123.33,9503.5825,9527.8,0.0,0.0,535.13,549.78,0.057849763
2025-01-04 22:00:00,BE,118.76,9434.56,9392.835,0.0,0.0,617.38,616.46,0.06534062
2025-01-04 22:00:00,GR,147.08,5200.0,5230.0,0.0,0.0,980.0,900.0,0.173076923
2025-01-04 23:00:00,BE,109.7,9292.05,9270.39,0.0,0.0,688.13,559.3,0.060191239
2025-01-04 23:00:00,GR,121.99,4846.0,4803.0,0.0,0.0,965.0,794.0,0.163846471
2025-01-05 00:00:00,GR,112.62,4465.0,4449.0,0.0,0.0,1033.0,647.0,0.144904815
2025-01-05 00:00:00,BE,106.68,8850.41,8894.9175,0.0,0.0,700.58,414.9,0.046879184
2025-01-05 01:00:00,BE,81.88,8456.7375,8244.8875,0.0,0.0,734.03,383.25,0.045318895
2025-01-05 01:00:00,GR,112.0,4324.0,4309.0,0.0,0.0,1003.0,604.0,0.139685476
2025-01-05 02:00:00,GR,101.04,4104.0,4158.0,0.0,0.0,966.0,605.0,0.147417154
2025-01-05 02:00:00,BE,74.6,8208.465,7937.9,0.0,0.0,786.45,451.89,0.055051706
2025-01-05 03:00:00,GR,99.49,4033.0,4066.0,0.0,0.0,925.0,584.0,0.144805356
2025-01-05 03:00:00,BE,63.59,8164.135,7731.765,0.0,0.0,871.9,503.62,0.061686878
2025-01-05 04:00:00,GR,99.52,4050.0,4100.0,0.0,0.0,864.0,516.0,0.127407407
2025-01-05 04:00:00,BE,58.84,8142.6275,7608.0225,0.0,0.0,951.5,467.41,0.057402847
2025-01-05 05:00:00,BE,51.18,8237.805,7659.8725,0.0,0.0,1043.05,439.87,0.053396506
2025-01-05 05:00:00,GR,99.54,4156.0,4257.0,0.0,0.0,785.0,396.0,0.095283927
2025-01-05 06:00:00,BE,49.58,8526.64,7861.9425,0.0,0.0,1147.13,523.2,0.06136063
2025-01-05 06:00:00,GR,92.87,4379.0,4448.0,0.0,3.0,691.0,332.0,0.076501484
2025-01-05 07:00:00,BE,54.29,8771.9175,8055.89,0.32,0.005,1251.23,731.18,0.083355207
2025-01-05 07:00:00,GR,115.86,4583.0,4792.0,467.0,358.0,596.0,305.0,0.144665067
2025-01-05 08:00:00,BE,62.2,9172.6525,8480.2025,0.64,0.01,1422.83,889.79,0.097005746
2025-01-05 08:00:00,GR,97.88,5038.0,5270.0,1748.0,1586.0,496.0,265.0,0.367407701
2025-01-05 09:00:00,GR,99.52,5345.0,5668.0,2887.0,2939.0,402.0,232.0,0.593264733
2025-01-05 09:00:00,BE,62.6,9561.635,8952.045,28.26,9.9,1724.95,1180.69,0.124517407
2025-01-05 10:00:00,BE,64.17,9959.44,9395.705,81.14,95.9,1962.35,1532.34,0.163487104
2025-01-05 10:00:00,GR,95.51,5566.0,5937.0,3643.0,3864.0,333.0,236.0,0.736615163
2025-01-05 11:00:00,BE,60.18,10439.785,9765.14,122.3,227.02,2089.95,1852.31,0.199173642
2025-01-05 11:00:00,GR,100.27,5677.0,6005.0,3983.0,4356.0,304.0,241.0,0.809758675
2025-01-05 12:00:00,BE,68.2,10282.7975,9969.845,156.51,224.1,2159.58,2002.66,0.216551965
2025-01-05 12:00:00,GR,96.72,5642.0,5771.0,3884.0,4509.0,315.0,277.0,0.848280752
2025-01-05 13:00:00,BE,59.23,9984.2625,9876.44,167.64,183.41,2187.73,2112.24,0.229926847
2025-01-05 13:00:00,GR,104.49,5350.0,5517.0,3346.0,3975.0,343.0,346.0,0.807663551
2025-01-05 14:00:00,GR,115.39,5242.0,5495.0,2294.0,2693.0,364.0,407.0,0.591377337
2025-01-05 14:00:00,BE,52.71,9747.5525,9690.1025,136.24,146.94,2191.08,2193.15,0.240069494
2025-01-05 15:00:00,GR,141.72,5178.0,5520.0,792.0,881.0,384.0,514.0,0.269409038
2025-01-05 15:00:00,BE,37.25,9671.385,9569.14,71.66,67.93,2179.03,2227.87,0.237380685
2025-01-05 16:00:00,BE,39.38,9695.8325,9644.3925,14.72,5.07,2147.85,2220.8,0.229569766
2025-01-05 16:00:00,GR,216.4,5551.0,5892.0,5.0,23.0,415.0,647.0,0.120698973
2025-01-05 17:00:00,GR,185.18,6016.0,6306.0,3.333333333,15.33333333,436.0,713.0,0.121066046
2025-01-05 17:00:00,BE,59.6,10173.7575,10288.3575,9.813333333,3.38,2107.38,2240.14,0.220520294
2025-01-05 18:00:00,GR,165.0,6109.0,6416.0,1.666666667,7.666666667,449.0,725.0,0.11993234
2025-01-05 18:00:00,BE,62.25,10442.485,10472.9925,4.906666667,1.69,2077.6,2208.7,0.211672796
2025-01-05 19:00:00,GR,166.0,6102.0,6335.0,0.0,0.0,469.0,806.0,0.13208784
2025-01-05 19:00:00,BE,54.18,10264.8725,10288.1475,0.0,0.0,2070.4,2221.54,0.216421587
2025-01-05 20:00:00,GR,159.98,5912.0,6066.0,0.0,0.0,493.0,885.0,0.149695535
2025-01-05 20:00:00,BE,44.5,9811.06,9888.5225,0.0,0.0,2083.85,2192.48,0.223470247
2025-01-05 21:00:00,GR,149.18,5519.0,5657.0,0.0,0.0,520.0,880.0,0.159449176
2025-01-05 21:00:00,BE,42.97,9335.1175,9466.565,0.0,0.0,2112.8,2152.0,0.230527361
2025-01-05 22:00:00,GR,123.05,5134.0,5226.0,0.0,0.0,552.0,859.0,0.167315933
2025-01-05 22:00:00,BE,34.88,9007.7925,9327.0275,0.0,0.0,2138.88,2058.59,0.22853435
2025-01-05 23:00:00,BE,20.36,8758.215,9142.1225,0.0,0.0,2153.03,2043.17,0.233286121
2025-01-05 23:00:00,GR,116.79,4652.0,4696.0,0.0,0.0,573.0,873.0,0.187661221
2025-01-06 00:00:00,BE,16.66,8204.73,8715.7675,0.0,0.0,2144.5,1992.73,0.242875756
2025-01-06 00:00:00,GR,107.63,4292.0,4395.0,0.0,0.0,651.0,922.0,0.214818267
2025-01-06 01:00:00,GR,118.91,4184.0,4240.0,0.0,0.0,690.0,973.0,0.232552581
2025-01-06 01:00:00,BE,8.35,7804.62,8009.77,0.0,0.0,2152.0,1890.05,0.242170663
2025-01-06 02:00:00,BE,4.9,7630.04,7667.4125,0.0,0.0,2150.05,1899.81,0.248990831
2025-01-06 02:00:00,GR,101.0,3992.0,4101.0,0.0,0.0,725.0,1125.0,0.281813627
2025-01-06 03:00:00,GR,99.81,3909.0,3999.0,0.0,0.0,734.0,1180.0,0.301867485
2025-01-06 03:00:00,BE,2.77,7554.385,7543.5275,0.0,0.0,2166.48,1874.33,0.248111527
2025-01-06 04:00:00,GR,99.85,3948.0,4035.0,0.0,0.0,707.0,1142.0,0.289260385
2025-01-06 04:00:00,BE,2.51,7577.3825,7581.685,0.0,0.0,2183.05,1921.53,0.253587568
2025-01-06 05:00:00,BE,4.39,7991.25,8004.535,0.0,0.0,2190.45,1889.94,0.236501173
2025-01-06 05:00:00,GR,103.01,4120.0,4181.0,0.0,0.0,670.0,1122.0,0.272330097
2025-01-06 06:00:00,GR,129.58,4339.0,4374.0,0.0,6.0,638.0,1104.0,0.255819313
2025-01-06 06:00:00,BE,10.53,9035.1,8935.065,0.0,0.0,2201.58,2193.57,0.242783146
2025-01-06 07:00:00,BE,36.7,10156.7725,9762.83,1.62,0.08,2215.65,2290.51,0.225523413
2025-01-06 07:00:00,GR,133.52,4583.0,4612.0,582.0,483.0,618.0,1041.0,0.332533275
2025-01-06 08:00:00,BE,58.15,11004.445,10636.4075,3.24,0.16,2220.4,2283.89,0.207557037
2025-01-06 08:00:00,GR,130.72,4882.0,4912.0,2201.0,1851.0,604.0,919.0,0.567390414
2025-01-06 09:00:00,BE,53.71,11356.24,10923.225,255.64,73.83,2227.95,2293.32,0.208444873
2025-01-06 09:00:00,GR,113.27,5085.0,5131.0,3545.0,3058.0,574.0,835.0,0.765585054
